"codice","data","specie","regione","provincia","comune","sesso","lunghezza (cm)","tag_rilievo","tag_rilascio","condizioni","interazione","segnalatore","rilevatore","struttura","latitudine","longitudine"
"CSC130720TCc1","20/07/2013","Caretta caretta","Calabria","Cosenza","","F","70","","","Vivo","ND","Privato cittadino","Stefania Giglio","Centro Studi Cetacei","39.41798","16.00672"
"CSC130715TCc1","15/07/2013","Caretta caretta","Abruzzo","Pescara","","ND","46","","CSCIT001","Vivo","ND","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.6064","14.40521"
"CSC130709TCc2","09/07/2013","Caretta caretta","Abruzzo","Pescara","","ND","46","","","Morto","ND","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.4689","14.23027"
"CSC130707TCc1","07/07/2013","Caretta caretta","Puglia","Taranto","","ND","","","","Morto","ND","Guardia Costiera","Saverio Fella","ASL","40.29964","17.59721"
"CSC130622TCc1","22/06/2013","Caretta caretta","Calabria","Catanzaro","","ND","","","","Morto","ND","Guardia Costiera","Antonio Molinaro","ASL","38.85426","16.22103"
"CSC130622TCc2","22/06/2013","Caretta caretta","Calabria","Vibo Valentia","Vibo Valentia","ND","60","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.71667","16.13333"
"CSC130618TCc1","18/06/2013","Caretta caretta","Calabria","Catanzaro","","ND","52","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","38.92803","16.21382"
"CSC130616TCc1","16/06/2013","Caretta caretta","Abruzzo","Chieti","","ND","37","","","Morto","ND","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.07982","14.75279"
"CSC130605TCc1","05/06/2013","Caretta caretta","Calabria","Vibo Valentia","","ND","55","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","38.66758","15.86553"
"CSC130602TCc1","02/06/2013","Caretta caretta","Emilia Romagna","Ravenna","","ND","50","","","Morto","ND","Guardia Costiera","Urgesi Christian","Guardia Costiera","44.51615","12.27994"
"CSC130521TCc1","21/05/2013","Caretta caretta","Abruzzo","Teramo","","ND","62","","","Morto","ND","Guardia Costiera","Vincenzo Perretti","ASL","42.60027","14.07633"
"CSC130521TCc2","21/05/2013","Caretta caretta","Calabria","Crotone","","ND","100","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","38.93296","16.92281"
"CSC130515TCc1","15/05/2013","Caretta caretta","Calabria","Reggio di Calabria","","ND","70","","","Morto","ND","Guardia Costiera","Rocco Marra","ASL","38.43605","15.88819"
"CSC130511TCc1","11/05/2013","Caretta caretta","Sicilia","Messina","","ND","56","","","Vivo","ND","Guardia Costiera","Insacco","Centro di recupero","38.4633","14.97798"
"CSC130505TCc1","05/05/2013","Caretta caretta","Calabria","Catanzaro","","ND","14","","","Vivo","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","38.9096","16.81665"
"CSC130501TCc1","01/05/2013","Caretta caretta","Calabria","Crotone","","M","60","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","39.36575","17.13389"
"CSC130430TCc1","30/04/2013","Caretta caretta","Calabria","Catanzaro","","F","60","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","38.62833","16.55944"
"CSC130423TCc1","23/04/2013","Caretta caretta","Calabria","Crotone","","F","80","","","Morto","ND","Privato cittadino","Elena Madeo","Centro Studi Cetacei","38.89303","17.093"
"CSC130417TCc1","17/04/2013","Caretta caretta","Lazio","Roma","","F","70","","","Morto","ND","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.62436","12.45694"
"CSC130414TCc1","14/04/2013","Caretta caretta","Lazio","Latina","","ND","75","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","41.32769","12.9874"
"CSC130413TCc1","13/04/2013","Caretta caretta","Lazio","Latina","","ND","65","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","41.28336","13.20904"
"CSC130412TCc1","12/04/2013","Caretta caretta","Calabria","Vibo Valentia","","F","55","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","38.78532","16.20394"
"CSC130411TCc1","11/04/2013","Caretta caretta","Calabria","Reggio di Calabria","","ND","50","","","Vivo","ND","Guardia Costiera","Irene Cambera","Centro di recupero","38.44363","15.89204"
"CSC130409TCc1","09/04/2013","Caretta caretta","Calabria","Reggio di Calabria","","ND","60","","","Morto","ND","Guardia Costiera","Antonio Giovinazzo","ASL","38.43929","15.89055"
"CSC130408TCc1","08/04/2013","Caretta caretta","Marche","Pesaro e Urbino","","ND","","","","Morto","ND","Guardia Costiera","Massimo Di Martino","Guardia Costiera","43.89952","12.93947"
"CSC130404TCc1","04/04/2013","Caretta caretta","Calabria","Reggio di Calabria","","ND","60","","","Morto","ND","Guardia Costiera","Antonio Giovinazzo","ASL","38.41748","15.87378"
"CSC130403TCc2","03/04/2013","Caretta caretta","Calabria","Cosenza","","F","93","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","39.7103","15.80924"
"CSC130329TCc1","29/03/2013","Caretta caretta","Calabria","Cosenza","","ND","65","","","Morto","ND","Guardia Costiera","Agazio Tedesco","Guardia Costiera","39.06766","16.09001"
"CSC130311TCc1","11/03/2013","Caretta caretta","Sicilia","Trapani","","F","","","","Morto","ND","Guardia Costiera","Non disponibile","ASL","37.65015","12.58932"
"CSC130205TCc1","05/02/2013","Caretta caretta","Calabria","Cosenza","","F","55","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","39.61897","15.85104"
"CSC130101TCc2","01/01/2013","Caretta caretta","Emilia Romagna","Ravenna","","ND","50","","","Morto","ND","Guardia Costiera","Antonio Vagali","Guardia Costiera","44.44652","12.29562"
"CSC130101TCc3","01/01/2013","Caretta caretta","Emilia Romagna","Forl-Cesena","","ND","100","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","44.21297","12.40607"
"CSC130101TCc1","01/01/2013","Caretta caretta","Molise","Campobasso","","F","","","","Vivo","ND","Guardia Costiera","Alfonso Guglielmini","ASL","42.18333","14.91666"
"CSC121230TCc1","30/12/2012","Caretta caretta","Puglia","Foggia","","ND","46","","CSC1152","Vivo","ND","Privato cittadino","Vincenzo Olivieri","Centro Studi Cetacei","42.12699","15.49513"
"CSC121218TCc2","18/12/2012","Caretta caretta","Lazio","Roma","","ND","55","","","Morto","ND","Guardia Costiera","Valerio Manfrini","Centro Studi Cetacei","41.63489","12.44362"
"CSC121218TCc1","18/12/2012","Caretta caretta","Abruzzo","Teramo","","ND","56","","CSC1153","Vivo","ND","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.82788","14.22711"
"CSC121029TCc1","29/10/2012","Caretta caretta","Lazio","Roma","","ND","30","","","Morto","ND","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.62247","12.45896"
"CSC120912TCc1","12/09/2012","Caretta caretta","Calabria","Cosenza","","M","41","","","Vivo","ND","Guardia Costiera","Stefania Giglio","Centro di recupero","39.50495","15.93904"
"CSC120912TCc2","12/09/2012","Caretta caretta","Calabria","Catanzaro","","ND","24","","","Vivo","ND","Guardia Costiera","Elena Madeo","Centro di recupero","38.72727","16.54244"
"CSC120902TCc1","02/09/2012","Caretta caretta","Calabria","Catanzaro","","ND","29","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro di recupero","38.92071","16.85842"
"CSC120822TCc1","22/08/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","40","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","37.96684","16.10613"
"CSC120819TCc1","19/08/2012","Caretta caretta","Calabria","Reggio di Calabria","Siderno","ND","37","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.26812","16.30112"
"CSC120818TCc1","18/08/2012","Caretta caretta","Calabria","Reggio di Calabria","Bovalino","ND","27","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.14609","16.17815"
"CSC120804TCc1","04/08/2012","Caretta caretta","Calabria","Catanzaro","","F","30","","","Vivo","ND","Guardia Costiera","Elena Madeo","Centro di recupero","38.61756","16.5611"
"CSC120801TCc1","01/08/2012","Caretta caretta","Calabria","Reggio di Calabria","","ND","35","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro di recupero","38.43189","16.57375"
"CSC120713TCc1","13/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Ardore","ND","32","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.17831","16.21187"
"CSC120713TCc2","13/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Ardore","ND","32","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.17831","16.21188"
"CSC120708TCc6","08/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","39","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","37.96652","16.10572"
"CSC120708TCc5","08/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","37.96664","16.10589"
"CSC120708TCc4","08/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","30","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","37.96662","16.10586"
"CSC120708TCc3","08/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","38","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","37.96662","16.10586"
"CSC120708TCc2","08/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","42","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","37.96686","16.10615"
"CSC120708TCc7","08/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Bovalino","ND","28","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.14626","16.17848"
"CSC120708TCc1","08/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","27","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","37.96658","16.10579"
"CSC120703TCc1","03/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","19","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","37.96681","16.1061"
"CSC120702TCc2","02/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","34","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","37.9678","16.1072"
"CSC120702TCc3","02/07/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","27","","","Vivo","ND","Centro Studi Cetacei","Stefania Giglio","Centro Studi Cetacei","37.96683","16.10609"
"CSC120702TCc1","02/07/2012","Caretta caretta","Calabria","Cosenza","","F","68","","","Vivo","ND","Guardia Costiera","Elena Madeo","Centro di recupero","39.12927","16.06873"
"CSC120629TCc2","29/06/2012","Caretta caretta","Calabria","Crotone","","F","36","","","Vivo","ND","Guardia Costiera","Elena Madeo","Centro di recupero","38.90979","17.02065"
"CSC120629TCc1","29/06/2012","Caretta caretta","Calabria","Catanzaro","","ND","","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro di recupero","38.88859","16.76002"
"CSC120627TCc1","27/06/2012","Caretta caretta","Calabria","Reggio di Calabria","Roccella Ionica","F","63","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.32177","16.41018"
"CSC120624TCc1","24/06/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","28","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","37.96708","16.10627"
"CSC120623TCc1","23/06/2012","Caretta caretta","Calabria","Reggio di Calabria","Palizzi","ND","20","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","37.92155","15.98165"
"CSC120617TCc1","17/06/2012","Caretta caretta","Calabria","Reggio di Calabria","Brancaleone","ND","32","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","37.96776","16.1071"
"CSC120609TCc1","09/06/2012","Caretta caretta","Calabria","Cosenza","","M","42","","","Vivo","ND","Guardia Costiera","Stefania Giglio","Centro di recupero","39.35728","16.02528"
"CSC120602TCc1","02/06/2012","Caretta caretta","Calabria","Reggio di Calabria","Siderno","ND","21","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.26815","16.30111"
"CSC120421TCc1","21/04/2012","Caretta caretta","Calabria","Reggio di Calabria","Bagnara Calabra","ND","38","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.28601","15.8006"
"CSC120413TCc1","13/04/2012","Caretta caretta","Calabria","Cosenza","","F","59","","","Vivo","ND","Guardia Costiera","Elena Madeo","Centro di recupero","39.68339","15.80927"
"CSC120411TCc1","11/04/2012","Caretta caretta","Abruzzo","Teramo","Tortoreto","ND","59","","CSC1138","Vivo","ND","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.81011","13.94201"
"CSC120317TCc1","17/03/2012","Caretta caretta","Puglia","Lecce","","ND","","","","Vivo","ND","Privato cittadino","Giacomo Marzano","Parco naturale","40.46997","18.1842"
"CSC120211TCc2","11/02/2012","Caretta caretta","Marche","Fermo","","ND","56","","","Vivo","ND","Guardia Costiera","Pina De Curtis","ASL","43.28691","13.88224"
"CSC120211TCc1","11/02/2012","Caretta caretta","Marche","Fermo","","M","72","","","Vivo","ND","Guardia Costiera","Pina De Curtis","ASL","43.17142","13.80495"
"CSC120202TCc1","02/02/2012","Caretta caretta","Marche","Fermo","","M","85","","","Morto","ND","Guardia Costiera","Patrizia Tirabasso","ASL","43.18802","13.79695"
"CSC120202TCc2","02/02/2012","Caretta caretta","Marche","Fermo","","ND","30","","","Vivo","ND","Guardia Costiera","Patrizia Tirabasso","ASL","43.19616","13.83844"
"CSC120127TCc1","27/01/2012","Caretta caretta","Marche","Fermo","","F","100","","","Morto","ND","Guardia Costiera","Pina De Curtis","ASL","43.23512","13.77772"
"CSC120119TCc1","19/01/2012","Caretta caretta","Calabria","Crotone","","M","50","","","Vivo","ND","Guardia Costiera","Stefania Giglio","Centro di recupero","39.07287","17.14421"
"CSC120111TCc1","11/01/2012","Caretta caretta","Calabria","Reggio di Calabria","Scilla","ND","36","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.25379","15.71286"
"CSC111228TCc1","28/12/2011","Caretta caretta","Calabria","Crotone","","F","79","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro di recupero","38.91034","17.01915"
"CSC111221TCc1","21/12/2011","Caretta caretta","Calabria","Catanzaro","","M","45","","","Vivo","ND","Guardia Costiera","Elena Madeo","Centro di recupero","38.90577","16.22063"
"CSC111122TCc1","22/11/2011","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","Roberto Valente","ASL","42.083556","14.746553"
"CSC111121TCc1","21/11/2011","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Polizia di Stato","Giuseppe Torzi","ASL","42.0853","14.74345"
"CSC111020TCm1","20/10/2011","Chelonia mydas","Calabria","Cosenza","","ND","33","","","Vivo","ND","Guardia Costiera","Elena Madeo","Centro di recupero","39.52316","15.92251"
"CSC111015TCc1","15/10/2011","Caretta caretta","Marche","Fermo","","M","100","","","Morto","ND","Guardia Costiera","Remo Ruffini","ASL","43.21686","13.78429"
"CSC111014TCc1","14/10/2011","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","William Di Nardo","ASL","42.44574","14.25293"
"CSC111008TCc1","08/10/2011","Caretta caretta","Calabria","Catanzaro","","ND","19","","","Vivo","ND","Privato cittadino","Stefania Giglio","Centro di recupero","38.68945","16.55962"
"CSC110914TCc1","14/09/2011","Caretta caretta","Calabria","Catanzaro","","ND","17","","","Vivo","ND","Guardia Costiera","Stefania Giglio","Centro di recupero","38.81827","16.61542"
"CSC110910TCc2","10/09/2011","Caretta caretta","Calabria","Catanzaro","","F","40","","","Vivo","ND","Guardia Costiera","Stefania Giglio","Centro di recupero","38.82119","16.6177"
"CSC110910TCc1","10/09/2011","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","Massimo Genovesi","ASL","42.0639","14.79694"
"CSC110909TCc1","09/09/2011","Caretta caretta","Abruzzo","Teramo","","ND","80","","","Morto","ND","Guardia Costiera","Vincenzo Olivieri","ASL","42.73883","13.98125"
"CSC110816TCc1","16/08/2011","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","Massimo Genovesi","ASL","42.07331","14.77043"
"CSC110501TCc1","01/05/2011","Caretta caretta","Marche","Fermo","","M","","","","Morto","ND","Guardia Costiera","Patrizia Tirabasso","ASL","43.2013","13.79139"
"CSC110320TCc2","20/03/2011","Caretta caretta","Calabria","Reggio di Calabria","","ND","60","","","Vivo","ND","Guardia Costiera","Domenico Lugarà","ASL","38.35882","15.83388"
"CSC110320TCc1","20/03/2011","Caretta caretta","Calabria","Reggio di Calabria","","ND","36","","","Vivo","ND","Guardia Costiera","Domenico Lugarà","ASL","38.35905","15.83477"
"CSC110310TCc1","10/03/2011","Caretta caretta","Calabria","Cosenza","","ND","","","","Morto","ND","Vigili del fuoco","Giorgio Kruklidis","ASL","39.3734","16.02514"
"CSC110307TCc1","07/03/2011","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Privato cittadino","Roberto Valente","ASL","42.16647","14.71649"
"CSC110303TCc1","03/03/2011","Caretta caretta","Marche","Ascoli Piceno","","F","95","","","Morto","ND","Guardia Costiera","Vittoria Di Trani","ASL","42.90545","13.91"
"CSC110302TCc1","02/03/2011","Caretta caretta","Marche","Ascoli Piceno","","ND","95","","","Morto","ND","Guardia Costiera","Vittoria Di Trani","ASL","42.90716","13.90917"
"CSC110123TCc1","23/01/2011","Caretta caretta","Marche","Ascoli Piceno","","M","65","","","Morto","ND","Guardia Costiera","Giuliano Falaschetti","ASL","42.91313","13.90801"
"CSC101221TCc1","21/12/2010","Caretta caretta","Abruzzo","Chieti","","ND","","","","Vivo","ND","Guardia Costiera","Vincenzo Olivieri","ASL","42.4947","14.38252"
"CSC100906TCc1","06/09/2010","Caretta caretta","Abruzzo","Teramo","","M","140","","","Morto","ND","Guardia Costiera","Vincenzo Perretti","ASL","42.59439","14.08167"
"CSC100827TCc1","27/08/2010","Caretta caretta","Abruzzo","Teramo","","M","70","","","Morto","ND","Privato cittadino","Giuseppe Capozzella","ASL","42.54336","14.13046"
"CSC100826TCc1","26/08/2010","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","Massimo Genovesi","ASL","42.09164","14.77951"
"CSC100825TCc1","25/08/2010","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","Paola Locasciulli","ASL","42.08102","14.75334"
"CSC100824TCc1","24/08/2010","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","Massimo Genovesi","ASL","42.14875","14.71753"
"CSC100817TCc1","17/08/2010","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","Roberto Valente","ASL","42.08085","14.75342"
"CSC100816TCc1","16/08/2010","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","Nicola Travaglini","ASL","42.07157","14.77605"
"CSC100812TCc1","12/08/2010","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","Roberto Valente","ASL","42.14608","14.71859"
"CSC091023TCc1","23/10/2009","Caretta caretta","Marche","Pesaro e Urbino","","ND","120","","","Morto","ND","Guardia Costiera","Personale ASUR","ASL","43.84868","13.02339"
"CSC091008TCc1","08/10/2009","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Privato cittadino","Alberto Marzollo","ASL","42.37441","14.38512"
"CSC090902TCc1","02/09/2009","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Privato cittadino","Paolo Valente","ASL","42.09794","14.72525"
"CSC090901TCc1","01/09/2009","Caretta caretta","Marche","Macerata","","ND","","","","Morto","ND","Privato cittadino","Personale ASUR","ASL","43.31582","13.73379"
"CSC090831TCc2","31/08/2009","Caretta caretta","Molise","Campobasso","","ND","","","","Morto","ND","Guardia Costiera","Alfonso Guglielmini","ASL","42.05527","14.81111"
"CSC090831TCc1","31/08/2009","Caretta caretta","Marche","Ancona","","ND","","","","Morto","ND","Guardia Costiera","Personale CSC","Centro Studi Cetacei","43.72975","13.2043"
"CSC090831TCc3","31/08/2009","Caretta caretta","Puglia","Barletta-Andria-Trani","","ND","","","","Morto","ND","Guardia Costiera","Personale CSC","Centro Studi Cetacei","41.37035","16.16717"
"CSC090829TCc1","29/08/2009","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","Nicola Travaglini","ASL","42.10157","14.72153"
"CSC090825TCc1","25/08/2009","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Guardia Costiera","Roberto Valente","ASL","42.17382","14.70455"
"CSC090815TCc1","15/08/2009","Caretta caretta","Abruzzo","Chieti","","F","","","","Morto","ND","Guardia Costiera","Enzo Di Pretoro","ASL","42.37183","14.43572"
"CSC090811TCc1","11/08/2009","Caretta caretta","Abruzzo","Chieti","","ND","","","","Morto","ND","Privato cittadino","Nicola Cannone","ASL","42.0792","14.75544"
